Date,ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax
1931-03,3.93,33.6,42.1,50.7,32.8,1.15,5.89
1931-04,3.56,45.5,57.1,68.8,43.5,1.7,13.68
1931-05,2.63,52.3,63.3,74.3,51.6,1.55,15.56
1931-06,3.17,65.3,77.7,90,63.4,2.61,28.18
1931-07,1.83,69.4,81.6,93.7,66.9,3.31,32.17
1931-08,5.82,66.3,77,87.7,66,1.9,23.32
1931-09,4.31,64.7,76.4,88.1,64.1,2.04,25.12
1931-10,2.53,51.7,63.4,75.1,52.6,1.03,16.04
1931-11,4.98,46.2,55.8,65.4,46.4,1.13,10.26
1931-12,4.59,38.7,46.4,54.1,38.5,1.07,6.02
1932-01,8.09,34.3,43,51.6,36.1,0.75,5.57
1932-02,2.41,36.5,46.3,56.2,35.5,1.2,7.81
1932-03,4,30.8,41.2,51.6,29.9,1.12,6.93
1932-04,3.49,47,58.2,69.4,44.6,1.84,13.9
1932-05,0.82,54.8,66.8,78.8,53.9,1.69,19.02
1932-06,2.35,65.7,76.9,88.2,64.2,2.45,25.02
1932-07,3,68.8,80.7,92.6,66.6,3.13,30.36
1932-08,4.75,66.5,78,89.5,65.6,2.09,26.16
1932-09,7.27,59.5,70.4,81.3,59.1,1.75,19.43
1932-10,4.25,46.8,57.9,69,46.9,1.18,13
1932-11,2.87,33.8,43.4,53.1,32.3,1.29,7.1
1932-12,6.79,27.8,36.8,45.8,28.3,0.85,4.87
1933-01,4.35,34.4,43.8,53.2,35.6,0.83,6.31
1933-02,3.25,27.1,36.9,46.7,27,0.94,5.42
1933-03,5.73,36.2,46,55.9,35.4,1.17,7.76
1933-04,5.59,46.4,56.7,67,44.5,1.71,12.01
1933-05,7.63,59.9,69.3,78.8,60,1.43,15.85
1933-06,0.61,65.6,79.1,92.6,63.3,2.79,32.41
1933-07,5.61,68.2,79.4,90.5,66.7,2.66,26.88
1933-08,2.39,65.1,76.6,88.1,64.8,1.83,24.51
1933-09,3.18,65.4,77,88.6,64.4,2.22,25.5
1933-10,3.18,46.2,58.5,70.8,46.3,1.17,14.65
1933-11,0.98,35.3,46.2,57,34,1.29,8.77
1933-12,3.01,33.3,43,52.6,33.1,1.01,6.7
1934-01,1.25,30.9,39.5,48.1,31.3,0.94,5.15
1934-02,1.28,21.8,31.9,41.9,21.7,0.9,4.58
1934-03,3.36,32.4,43.8,55.2,31.1,1.18,8.31
1934-04,2.04,45.4,57.9,70.4,43.2,1.75,15.29
1934-05,2.04,55.9,69.3,82.8,54.7,1.87,23.21
1934-06,5.07,67.5,79.9,92.3,65.3,3.01,30.84
1934-07,4.64,71.4,82.7,94.1,68.7,3.66,31.09
1934-08,4.35,68.4,78.5,88.6,67.5,2.28,23.31
1934-09,7.07,58.8,69.5,80.2,59.1,1.36,18.08
1934-10,0.73,48.4,61.9,75.4,48.6,1.2,17.94
1934-11,3.2,40.7,51.4,62.1,40.6,1.11,10.01
1934-12,2.67,28.6,36,43.4,28.3,0.99,4
1935-01,3.7,28.5,37.3,46.2,28.7,0.9,4.9
1935-02,1.55,30.9,40.3,49.7,30.3,1.08,6
1935-03,9.65,44.2,54.4,64.7,43.3,1.37,10.79
1935-04,3.55,45.8,55.5,65.2,43.8,1.74,11.03
1935-05,8.71,53.5,63.5,73.6,53.1,1.42,14.04
1935-06,6.21,61.8,71.3,80.9,61.2,1.75,17.32
1935-07,2.51,70,80.6,91.2,68.5,2.72,26.36
1935-08,2.53,68.3,79.2,90.2,67.6,2.22,25.73
1935-09,1.51,56.5,70.3,84.1,56.3,1.53,24.14
1935-10,2.81,48.9,60.9,73,48.8,1.26,15.46
1935-11,3.03,38.8,47.1,55.4,37.8,1.34,6.97
1935-12,1.55,21.7,29.5,37.2,22.4,0.81,3.09
1936-01,1.58,20.4,28.7,36.9,20.1,0.94,3.33
1936-02,1.91,20.4,30,39.6,19.2,0.99,4.09
1936-03,4.16,39,51,62.9,37.7,1.36,11.38
1936-04,3.84,42.1,53.1,64,39.7,1.64,11.34
1936-05,1.41,56.9,69.8,82.7,56.2,1.75,22.47
1936-06,1.13,62.3,76.9,91.4,58.9,3.15,33.47
1936-07,1.77,72.4,84.9,97.4,68.4,4.56,37.59
1936-08,1.14,71.1,84.2,97.4,67.9,3.96,37.81
1936-09,3.23,64.7,75.7,86.7,64.4,1.8,22.79
1936-10,4.08,48.7,59.2,69.8,49.3,1.07,12.55
1936-11,4.54,33.1,43.4,53.7,32.7,1.09,7.33
1936-12,3.08,31.7,40.7,49.7,31.8,0.94,5.63
1937-01,16.32,31.1,39.4,47.6,32.5,0.7,4.68
1937-02,2.14,28.8,37,45.1,27.7,1.16,4.72
1937-03,0.96,32.6,42.8,52.9,31.1,1.25,7.25
1937-04,4.41,45.5,56.6,67.6,43.8,1.6,12.74
1937-05,5,55.6,67,78.4,55.2,1.53,17.9
1937-06,4.54,65,75.7,86.4,64.2,2.14,22.7
1937-07,2.39,65.2,77.3,89.3,64.4,2.03,26.51
1937-08,3.52,68.8,80.4,91.9,67.5,2.53,28.42
1937-09,2.74,56.5,69.2,82,56.3,1.53,21.51
1937-10,6.04,45.9,56.8,67.6,46.3,1.11,12.06
1937-11,1.6,33.8,43.9,54,32.5,1.28,7.56
1937-12,2.75,27.6,34.5,41.4,27.6,0.89,3.41
1938-01,3.35,26.2,34.9,43.7,27,0.83,4.34
1938-02,2.46,37.2,46,54.8,36.2,1.24,6.97
1938-03,6.48,43.4,54.3,65.2,42.4,1.35,11.38
1938-04,1.62,48.5,59.7,70.9,46.7,1.77,14.47
1938-05,5.17,55.6,66.7,77.9,55.4,1.47,17.34
1938-06,3.96,63.1,73.4,83.7,62.4,1.92,20.1
1938-07,5.69,68,78.5,89,67.3,2.13,23.92
1938-08,3.73,69.4,79.9,90.4,68.3,2.43,25.28
1938-09,2.42,60.4,72.1,83.9,60.4,1.56,21.63
1938-10,0.65,46.7,62.2,77.7,47.1,1.14,20.87
1938-11,3.06,36.8,48.7,60.5,36.8,1.08,10.09
1938-12,1.64,27.9,37.5,47,28.4,0.86,5.24
1939-01,5.58,31.7,40.2,48.7,32.7,0.84,5.11
1939-02,6.64,27.4,37.6,47.8,29,0.69,5.41
1939-03,4.9,38.1,49.7,61.4,37,1.3,10.46
1939-04,6.76,44.1,54.1,64.1,42.4,1.59,10.77
1939-05,2.07,55.8,67.6,79.5,55.3,1.59,19.15
1939-06,5,66.1,76,85.9,65.9,1.8,20.64
1939-07,4.12,67.9,78.8,89.7,67.1,2.25,25.15
1939-08,3.02,65.1,76.7,88.2,64.9,1.79,24.53
1939-09,0.69,61.2,75.9,90.7,59.6,2.36,32.1
1939-10,1.94,48.2,62,75.8,48.2,1.29,18.58
1939-11,1.77,34,44.4,54.8,33,1.15,7.79
1939-12,2.14,29,38.9,48.8,30,0.82,5.76
1940-01,2.16,10,19.2,28.4,10.4,0.73,2.39
1940-02,4.65,29,35.5,42.1,28.5,1,3.44
1940-03,2.23,34.8,44.3,53.8,33.3,1.27,7.1
1940-04,6.45,44.2,55.1,65.9,42.3,1.66,12.07
1940-05,3.22,51.6,63,74.5,51.2,1.49,15.8
1940-06,2.07,64,75.1,86.1,63.1,2.09,22.63
1940-07,2.19,66.6,78.5,90.4,64.9,2.59,27.83
1940-08,2,66.9,78.9,90.8,66.3,2.1,27.53
1940-09,1.18,54.4,69.2,84.1,53.8,1.6,25.44
1940-10,0.79,48.5,63.3,78.2,48.7,1.19,20.76
1940-11,4.96,35.9,45.9,55.8,35.3,1.18,7.76
1940-12,2.49,34.1,42.5,51,33.8,1.03,5.75
1941-01,2.28,29.3,36.7,44.2,29.2,0.93,4.03
1941-02,0.72,24.5,33.1,41.7,23.6,1,4.25
1941-03,0.75,30.6,41.6,52.5,28.9,1.18,7.43
1941-04,2.75,49.3,61.4,73.5,47.9,1.67,16.2
1941-05,2.02,56.8,69.9,83,55.7,1.8,23.06
1941-06,3.09,64.8,76.9,89,63.4,2.41,26.9
1941-07,4.7,68.4,79.9,91.3,66.6,2.88,28.21
1941-08,3.72,66.8,79.5,92.2,65.3,2.55,30.49
1941-09,0.95,61,74.3,87.6,60.5,1.83,26.82
1941-10,7.35,53.6,64.4,75.3,54.4,1.08,15.35
1941-11,2.85,36.7,47.1,57.6,36.2,1.11,8.45
1941-12,2.76,34,42,50,34.1,0.95,5.35
1942-01,2.91,22.5,32.6,42.7,23.4,0.77,4.59
1942-02,3.27,27.3,34.7,42.2,26.6,0.98,3.87
1942-03,5.4,38.1,49.2,60.3,37.1,1.24,9.83
1942-04,3.81,48,60.2,72.3,46.1,1.76,15.84
1942-05,4.32,55.7,66.9,78.1,55.2,1.6,17.72
1942-06,4.4,65.3,76.1,86.8,64.6,2,22.85
1942-07,2.17,68.9,80,91.1,67.4,2.61,27.12
1942-08,3.67,66.2,77,87.8,66.1,1.75,23.19
1942-09,1.77,57.9,69.8,81.7,58.2,1.33,20.23
1942-10,1.53,47.4,60,72.6,47.7,1.12,15.69
1942-11,5.53,40.9,50.1,59.3,40.4,1.15,8.35
1942-12,2.98,27.2,34.7,42.3,27.1,0.89,3.75
1943-01,0.43,27.3,37.1,46.9,27,0.94,5.41
1943-02,1.43,28.2,40.7,53.2,28.1,0.94,8.04
1943-03,8.66,31.4,42.6,53.9,31.1,1.02,7.73
1943-04,3.98,44.8,55.8,66.9,42.3,1.76,12.88
1943-05,6.25,57.8,67.8,77.9,57.2,1.58,16.33
1943-06,4.34,68.5,78.8,89.1,67.9,2.12,23.84
1943-07,2.78,68.9,80.3,91.7,67.2,2.74,28.3
1943-08,0.55,68.1,80.8,93.6,66.2,2.73,32.32
1943-09,3.59,55.7,67.1,78.5,56,1.26,18
1943-10,1.5,45.1,58,71,45.1,1.18,15.45
1943-11,1.7,33.6,44.7,55.8,32.4,1.19,8.57
1943-12,2.08,26.2,35,43.8,26,0.82,4.55
1944-01,0.86,28.8,38.2,47.7,28.9,0.85,5.43
1944-02,3.23,31.1,41.5,51.8,31.4,0.88,6.72
1944-03,4.7,34,45.1,56.2,33.2,1.08,8.4
1944-04,6.06,46.1,57.1,68.1,44,1.6,13.05
1944-05,3.17,59.7,71,82.2,59.4,1.6,20.26
1944-06,1.63,67.1,79.6,92.1,65.1,2.79,30.76
1944-07,1.29,65.7,79.3,92.9,63.4,2.85,33.04
1944-08,3.41,67.1,78.6,90.1,66.2,2.14,26.71
1944-09,2.37,59.4,70.9,82.4,59.8,1.24,20.08
1944-10,0.6,45.4,59.6,73.9,45.5,1.1,17.54
1944-11,2.09,40.4,48.3,56.2,39.1,1.35,7.18
1944-12,3.11,24.2,31.8,39.5,24.3,0.77,3.38
1945-01,2.34,24,31.5,39.1,23.7,0.87,3.35
1945-02,6.28,29,38.1,47.2,29.8,0.73,5.01
1945-03,11.3,46.1,56.4,66.7,45.9,1.21,11.28
1945-04,5.96,48.6,59,69.4,47.1,1.56,12.96
1945-05,3.28,52.3,62.8,73.4,51.6,1.42,14.56
1945-06,7.32,62.9,72.5,82,62.2,1.76,18.16
1945-07,3.61,65,76.3,87.6,64.2,1.92,24.18
1945-08,5.88,65.1,76.5,87.8,64.8,1.71,24.04
1945-09,7.91,62.2,72.3,82.3,62.3,1.46,18.63
1945-10,1.76,45.6,57.4,69.1,45.9,1.1,13.33
1945-11,4.34,39.4,48.5,57.6,38.7,1.23,7.92
1945-12,2.03,22.6,30.9,39.3,22.8,0.77,3.59
1946-01,2.9,26.9,36,45.1,27.5,0.79,4.64
1946-02,5.42,30.4,41.3,52.2,31.1,0.81,6.9
1946-03,1.97,46.5,57.8,69,44.4,1.7,13.68
1946-04,2.2,48.7,60.4,72.1,46.5,1.84,15.63
1946-05,7.56,54.1,63.6,73.2,54.2,1.19,13.19
1946-06,2.43,63.9,75.2,86.4,62.6,2.18,23.59
1946-07,3.63,66.2,77.6,88.9,65.4,2.12,25.28
1946-08,5.81,61.9,72.5,83,63.2,0.89,18.89
1946-09,1.45,56.8,69.3,81.8,56.9,1.38,21.12
1946-10,1.77,47.1,61.2,75.3,47.6,1.06,18.2
1946-11,4.6,39.9,50.8,61.7,40.1,1,9.84
1946-12,2.99,32.6,42.3,52.1,32.5,1,6.62
1947-01,4.15,30.9,38.8,46.7,31.2,0.86,4.56
1947-02,0.1,19.9,29.6,39.3,19.1,0.88,4.17
1947-03,2.83,28.2,38.4,48.7,27.7,0.92,6.01
1947-04,6.25,47.1,57.7,68.3,45.5,1.58,12.74
1947-05,4.22,51.9,63.4,74.9,51.5,1.41,16.05
1947-06,4.77,64,73.3,82.6,63.4,1.74,17.84
1947-07,3.85,62.7,73.8,85,63,1.37,21.32
1947-08,2.33,71.2,82.4,93.5,69.6,2.82,29.43
1947-09,3.55,58.7,70.8,82.9,59.1,1.36,21.49
1947-10,2.62,52.7,65.7,78.8,53.7,0.96,19.31
1947-11,2.59,35.1,42.9,50.7,33.9,1.23,5.74
1947-12,1.75,28.1,37.7,47.4,28.4,0.82,5.36
1948-01,2.79,16.2,25.5,34.9,17.7,0.42,3.25
1948-02,3.6,25.9,35.5,45.1,29.3,0.32,4.18
1948-03,4.67,36.6,47.2,57.9,38.4,0.65,7.85
1948-04,4.38,47.2,59,70.8,48.1,1.38,14.07
1948-05,3.7,53.2,64.4,75.6,53.7,1.38,15.13
1948-06,2.52,63,74.9,86.8,61.9,1.71,24.2
1948-07,5.57,67.3,77.9,88.4,67.7,1.3,22.18
1948-08,1.37,63.2,75.6,88,64.8,1.07,24.54
1948-09,3.52,58.9,70.3,81.6,59.3,1.13,19.83
1948-10,2.3,42.9,55.3,67.7,44.7,0.54,12.95
1948-11,6.87,38.1,48.2,58.3,41.3,0.37,7.09
1948-12,3.48,32,40.3,48.5,32.6,0.55,4.7
1949-01,9.64,32,39.9,47.8,33.9,0.44,3.47
1949-02,3.86,29.4,39.3,49.2,31.8,0.44,4.76
1949-03,7.65,34.8,44.8,54.8,35.3,0.65,7.7
1949-04,2.24,44.4,54.3,64.3,41.9,1.36,11.58
1949-05,2.72,54.8,66.9,79.1,55.5,1.09,18.5
1949-06,5.14,66.2,75.8,85.4,65.9,1.3,18.98
1949-07,3.18,71.5,80.4,89.4,71.4,1.3,20.62
1949-08,4.09,65.6,76.2,86.8,66.9,0.67,20.53
1949-09,3.07,51.8,64,76.3,54,0.7,16.41
1949-10,6.47,51.1,61.6,72.2,52.4,0.73,13.03
1949-11,1.02,34.9,46.1,57.3,34.8,0.86,9.13
1949-12,4.65,30.9,40.7,50.4,31.1,0.58,5.9
1950-01,13.64,33.9,42.8,51.7,37.4,0.41,3.86
1950-02,6.91,30.2,38.6,47,30.4,0.56,4.23
1950-03,4.54,32.7,42.9,53.1,30.6,0.94,7.76
1950-04,5.81,41.6,52.2,62.8,39.8,1.24,10.99
1950-05,5.64,57.6,67.8,77.9,57.2,1.38,16.7
1950-06,3.77,63.8,74,84.2,63.2,1.67,19.77
1950-07,3.74,64.8,75,85.1,64.3,1.26,21.08
1950-08,5.83,63.3,73.1,82.9,64.2,0.81,17.44
1950-09,5.78,58.6,67.8,77.1,60.2,0.57,13.16
1950-10,1.32,51.1,63.4,75.7,52.1,0.81,16.63
1950-11,5.43,31.2,40.5,49.9,31.4,0.81,6.61
1950-12,2.01,21.2,30.2,39.2,22.1,0.51,3.65
1951-01,5.96,26.4,34.9,43.5,28.1,0.46,3.91
1951-02,4.48,26.9,36.2,45.4,28.9,0.47,4.46
1951-03,5.99,34.6,43.5,52.4,35.3,0.77,5.76
1951-04,3.37,43.4,53.5,63.6,41.6,1.29,11.55
1951-05,1.63,54.3,67.3,80.3,52,1.88,23.19
1951-06,5.66,65,74.5,84.1,64.7,1.46,19.09
1951-07,2.92,68.4,78.4,88.4,68.2,1.71,21.95
1951-08,2.31,66.3,77.5,88.6,65.1,2.02,24.91
1951-09,3.82,56.4,68.1,79.9,57.2,0.86,19.3
1951-10,1.46,47.5,60.2,72.8,49.8,0.66,15.59
1951-11,5.86,30.5,39.5,48.5,29.9,0.67,5.64
1951-12,7.06,29.1,37.6,46.2,29.8,0.6,4.48
1952-01,3.55,30.9,39.4,47.9,32.8,0.59,4.3
1952-02,3.63,32.6,41.4,50.1,32.3,0.61,5.72
1952-03,6.96,34.9,45.1,55.3,33.1,0.94,8.44
1952-04,3.12,44.8,56,67.2,42.8,1.2,13.86
1952-05,3.16,55.5,66.6,77.6,54,1.68,18.88
1952-06,2.21,69.5,81.5,93.6,66.5,3.33,32.06
1952-07,2.14,68.8,81,93.2,66.5,2.76,31.56
1952-08,2.91,65.4,77.6,89.7,64.6,1.9,26.59
1952-09,2.84,55,69,83,56,0.86,23.11
1952-10,1.18,38.1,53.4,68.7,34.9,1.36,17.78
1952-11,2.3,36.8,47.4,57.9,34.1,1.47,9.68
1952-12,3.32,32.5,39,45.5,31.5,0.72,3.87
1953-01,4.07,32,38.9,45.8,32.2,0.66,3.57
1953-02,1.3,30.8,41.4,52.1,29.9,0.87,6.92
1953-03,5.01,38.2,48.6,59.1,37.7,0.78,8.45
1953-04,4.56,43.8,53.8,63.9,41.6,1.36,11.39
1953-05,4.8,58.1,68.5,78.9,58.2,1.67,17.26
1953-06,1.22,68.8,80.8,92.9,65.2,3.62,31.89
1953-07,2.4,68.8,80.5,92.3,65.8,2.69,30.35
1953-08,0.65,64.9,78.4,91.9,62,2.81,31.7
1953-09,0.71,56.3,72,87.7,51.7,2.95,31.73
1953-10,1.32,46,61.2,76.5,45.1,1.41,22.14
1953-11,1.4,34.4,47.1,59.9,31.8,1.25,11.51
1953-12,2.38,27.6,37,46.5,27.4,0.64,5.29
1954-01,4.38,26.9,35.6,44.3,28.1,0.53,3.78
1954-02,2.42,34.4,45.3,56.2,32.8,0.98,8.37
1954-03,1.55,33.6,44.8,56.1,31.5,0.92,9.05
1954-04,3.7,50.7,62.3,73.9,49.5,1.64,15.25
1954-05,3.35,50.8,62,73.3,49.3,1.22,15.91
1954-06,1.57,66.2,78.6,91.1,63.2,3.08,30.78
1954-07,2.12,69.5,82,94.6,64.2,4.65,35.13
1954-08,4.96,69.1,79.6,90.1,67.7,2.09,25.98
1954-09,3.09,60.5,73.9,87.4,57.8,2.33,29.47
1954-10,2.83,48.9,59.8,70.6,50.8,0.6,12.96
1954-11,0.89,36.7,46.9,57.1,36.8,0.66,8.63
1954-12,4.36,30.2,37.3,44.3,30,0.49,3.83
1955-01,1.22,25.7,34.1,42.5,26.3,0.52,3.92
1955-02,5.2,28.9,37.8,46.8,28.8,0.68,4.85
1955-03,4.77,36.6,47.1,57.5,35.7,1.15,8.81
1955-04,6.72,50.4,61.9,73.3,48.4,1.52,16.29
1955-05,3.76,57.2,68,78.8,56,1.49,18.01
1955-06,3.76,59.2,70,80.8,57.7,1.2,20.59
1955-07,2.92,71.8,82,92.2,70.7,1.74,25.08
1955-08,1.26,67.8,79.7,91.7,65.8,2.2,29.31
1955-09,2.87,59.8,73.7,87.6,57,2.19,28.15
1955-10,4.35,46.8,58.3,69.8,47.1,0.92,13.44
1955-11,3.75,32.7,43.5,54.4,32.3,0.9,7.82
1955-12,0.75,25.2,34.4,43.5,25.9,0.52,4.21
1956-01,2.55,22.7,31.8,41,24.2,0.37,3.95
1956-02,7.27,33,40.7,48.4,33.3,0.41,4.3
1956-03,3.15,35.4,46.2,57,32.2,1.29,9.66
1956-04,3.98,43.4,54.5,65.6,39.6,1.72,13.23
1956-05,4.4,56.7,67.5,78.3,55,2.11,17.7
1956-06,2.19,63.5,75.3,87,62,2.05,24.87
1956-07,3.63,67.5,78.1,88.7,66.5,2.1,24.42
1956-08,2.43,65.9,77.1,88.4,65.5,1.75,24.27
1956-09,2.23,54.4,68.4,82.4,53,1.91,24.55
1956-10,1.25,49.1,62.8,76.6,48.4,1.25,19.25
1956-11,2.48,34.2,45.4,56.7,33,1.08,9.76
1956-12,2.64,35.4,43.4,51.4,35.7,0.61,5.08
1957-01,3.78,23,30.8,38.7,22.8,0.59,3.17
